PUNTO,COMUNA,AÑO,MES,SEMANA,VIDRIO,PAPEL_Y_CARTON,METAL,PLASTICO_PET,TELGOPOR,PLASTICOS_TODOS_LOS_DEMAS,TETRA_BRICK,PEQUENIOS_ELECTRODOMESTICOS,APARATOS_ELECTRONICOS_EN_DESUSO,AVUS
PLAZA SANTOJANNI,COMUNA 9,2015,ABRIL,3,51.286,76.626,3.999, ,0,34.453,1.427, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,ABRIL,4,31.058,58.707,1.558, ,0,18.224,2.103, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,ABRIL,5,19.33,37.62,0, ,0,7.41,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,AGOSTO,1,68.915,50.646,3.882,60.538,0,49.99,1.975, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,AGOSTO,2,15.209,54.258,0.884,41.094,0,65.146,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,AGOSTO,3,49.453,38.451,0,64.558,0.789,56.481,0.163, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,AGOSTO,4,44.903,115.349,2.709,0,0,44.098,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,AGOSTO,5,39.452,67.002,0,10.789,0.981,52.059,0.631, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,DICIEMBRE,1,81.808,190.249,11.601,0,5.152,98.14,7.835, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,DICIEMBRE,2,71.854,107.719,11.03,0,1.723,136.167,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,DICIEMBRE,3,103.15,209.912,22.618,0,4.7,97.252,12.763, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,DICIEMBRE,4,155.332,127.719,5.791,0,0,64.705,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,DICIEMBRE,5,167.581,235.609,28.797,0,2.467,84.504,10.414, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,ENERO,1,58.77,64.83,9.23, ,0,39.75, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,ENERO,2,61.39,93.48,4.96, ,0,30.99, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,ENERO,3,35.35,45,7, ,5.16,18.9, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,ENERO,4,21.71,99.98,2.82, ,0,30.1, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,ENERO,5,18.97,64.56,5.78, ,0,20.19, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,FEBRERO,1,23.52,72.41,1.78, ,0.62,28.63, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,FEBRERO,2,61.39,73.48,4.96, ,0,30.99, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,FEBRERO,3,41.48,41.83,2.51, ,0,21.34, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,FEBRERO,4,52.16,48.21,0.67, ,0.27,26.22, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JULIO,1,45.043,48.938,4.392,55.72,0,38.329,0.608, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JULIO,2,34.203,123.865,2.598,106.55,0,31.324,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JULIO,3,31.317,86.096,3.399,249.122,0,28.564,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JULIO,4,101.97,70.41,3.22,61.42,0,30.9,0.52, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JUNIO,1,21.265,94.83,3.237,203.139,0,34.02,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JUNIO,2,49.76,106.012,7.911,195.594,0,41.815,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JUNIO,3,28.016,109.993,1.994,80.494,0,20.045,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JUNIO,4,24.649,67.264,1.448,210.276,0,28.945,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,JUNIO,5, , , , , , , , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MARZO,1,39.99,37.98,2.55, ,0.12,17.87, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MARZO,2,49.65,57.66,4.54, ,0,27.44, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MARZO,3,34.15,54.05,3.04, ,0.35,26.11, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MARZO,4,41.22,56.28,2.84, ,0.12,32.87, , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MAYO,1,65.513,148.665,6.156,135.345,0,35.769,1.66, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MAYO,2,47.568,118.595,6.358,246.628,0,48.092,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MAYO,3,50.367,32.305,5.05,336.989,0,35.685,0.251, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,MAYO,4,69.667,104.076,14.114,35.147,3.236,66.901,3.022, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,1,52.794,59.761,0,0,0,69.457,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,2,59.46,79.163,0,0,0,32.719,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,3,79.493,69.419,2.617,0,1.793,56.719,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,4,82.141,80.977,10.823,0,4.329,49.045,1.463, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA SANTOJANNI,COMUNA 9,2015,OCTUBRE,1,42.451,80.422,2.793,6.791,0,33.419,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,OCTUBRE,2,67.606,150.011,2.62,0,0,41.101,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,OCTUBRE,3,69.126,98.072,3.356,0,0,34.891,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,OCTUBRE,4,45.752,79.503,0,0,0,41.952,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,1,61.259,72.135,7.409,49.568,0,39.876,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,2,61.262,59.687,0,0,0,31.915,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,3,47.94,91.013,2.851,0,0,27.883,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,4,61.688,164.253,9.574,4.057,0,35.753,0, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ABRIL,1,93.902,95.238,9.335,0,5.531,44.521,5.512, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ABRIL,2,97.786,146.382,18.149,0,8.946,69.746,11.65, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ABRIL,3,38,57.93,4.77,0,2.87,32.86,1.88, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ABRIL,4,128,199.69,18.24,0,10.06,117.46,13.11, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ABRIL,5,71.05,157.88,10.68,0,5.94,72.03,8.87, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,AGOSTO,1,105.359,194.089,12.688,,4,39.463,10.453,,,
PLAZA SANTOJANNI,COMUNA 9,2016,AGOSTO,2,66.424,109.347,8.419,,1.112,29.98,6.372,,,
PLAZA SANTOJANNI,COMUNA 9,2016,AGOSTO,3,104.941,232.757,14.707,,8.325,51.26,10.287,,,
PLAZA SANTOJANNI,COMUNA 9,2016,AGOSTO,4,61.176,117.441,13.116,,3.812,47.278,6.923,,,
PLAZA SANTOJANNI,COMUNA 9,2016,ENERO,1,95.727,123.867,10.91,0,6.631,68.178,10.194, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ENERO,2,71.629,99.467,3.184,0,1.641,79.462,2.941, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ENERO,3,51.9,117.904,16.389,0,5.235,57.598,7.547, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ENERO,4,63.036,98.749,10.225,0,2.939,31.487,7.115, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,ENERO,5, , , , , , , , , , 
PLAZA SANTOJANNI,COMUNA 9,2016,FEBRERO,1,46.561,141.42,25.433,0,11.049,45.105,11.767, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,FEBRERO,2,97.905,68.901,9.68,0,2.558,38.261,8.333, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,FEBRERO,3,45.206,96.534,10.352,0,1.66,29.574,3.62, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,FEBRERO,4,55.284,72.599,3.12,0,0,18.473,1.59, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,JULIO,1,90.919,156.848,16.376,,5.64,57.888,10.253,,,
PLAZA SANTOJANNI,COMUNA 9,2016,JULIO,2,84.497,219.57,19.361,,5.461,59.5,10.725,,,
PLAZA SANTOJANNI,COMUNA 9,2016,JULIO,3,108.581,172.826,14.876,,6.679,63.405,12.775,,,
PLAZA SANTOJANNI,COMUNA 9,2016,JULIO,4,43.135,101.469,12.739,,3.979,38.394,9.454,,,
PLAZA SANTOJANNI,COMUNA 9,2016,JULIO,5,83.151,79.84,14.533,,4.312,33.741,8.24,,,
PLAZA SANTOJANNI,COMUNA 9,2016,JUNIO,1,96.223,242.1,22.767, ,9.721,73.88,13.361, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,JUNIO,2,127.801,209.796,19.418, ,8.461,82.019,14.073, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,JUNIO,3,109.93,192.54,14.02, ,4.49,71.99,12.09, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,JUNIO,4,120.837,151.245,17.343, ,2.994,52.266,8.237, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MARZO,1,84.596,84.851,13.888,0,6.015,40.849,11.083, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MARZO,2,82.724,68.377,22.155,0,6.053,44.859,11.315, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MARZO,3,42.805,56.113,11.83,0,4.917,21.953,8.33, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MARZO,4,38.153,92.851,9.75,0,4.765,27.394,6.116, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MAYO,1,79.26,114.87,13.02,0,1.07,54.01,6.78, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MAYO,2,66.77,100.13,6.16,0,1.09,54.08,5.3, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MAYO,3,48.28,121.29,8.31,0,1.31,64.15,4.79, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,MAYO,4,48.88,83.5,8.65,0,4.58,46.37,6.05, , , 
PLAZA SANTOJANNI,COMUNA 9,2016,SEPTIEMBRE,1,83.273,163.982,10.681,,4.101,53.42,8.514,,,
PLAZA SANTOJANNI,COMUNA 9,2016,SEPTIEMBRE,2,90.243,81.997,11.718,,1.965,38.028,7.987,,,
PLAZA SANTOJANNI,COMUNA 9,2016,SEPTIEMBRE,3,116.121,114.566,15.996,,5.298,68.872,11.678,,,
PLAZA SANTOJANNI,COMUNA 9,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA SANTOJANNI,COMUNA 9,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA SUDAMERICANA,COMUNA 8,2015,ABRIL,1,55.42,55.19,1.88, ,0,21.29,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ABRIL,2,44.384,61.993,6.11, ,0,30.169,0.656, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ABRIL,3,62.052,104.75,5.232, ,0,44.125,0.47, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ABRIL,4,48.156,58.766,10.746, ,0,31.158,2.015, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ABRIL,5,22.37,38.69,2.23, ,0,19.41,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,AGOSTO,1,89.603,182.89,0.042,84.243,0,51.789,1.241, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,AGOSTO,2,76.298,44.53,6.953,89.353,1.781,33.788,0.444, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,AGOSTO,3,74.863,27.7,0,79.997,0.523,28.925,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,AGOSTO,4,51.029,59.489,1.006,0,0,39.451,0.709, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,AGOSTO,5,84.743,135.047,10.281,113.214,1.821,74.28,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,DICIEMBRE,1,124.969,140.482,14.558,0,8.567,84.398,5.586, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,DICIEMBRE,2,104.295,119.149,14.231,0,2.23,73.491,4.732, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,DICIEMBRE,3,147.746,233.011,23.885,0,2.382,85.919,3.821, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,DICIEMBRE,4,142.861,133.238,13.988,0,2.281,62.393,4.641, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,DICIEMBRE,5,189.803,125.554,16.538,0,12.044,55.742,4.293, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ENERO,1,47.09,42.56,1.29, ,0,22.51, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ENERO,2,70.11,129.1,8.88, ,0.091,25.28, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ENERO,3,52.3,60.25,0, ,0,32.5, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ENERO,4,39.58,86.68,1.23, ,0.07,47.73, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,ENERO,5,29.46,73.95,2.47, ,0,21.25, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,FEBRERO,1,31.5,66.79,0, ,0.81,38.91, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,FEBRERO,2,70.11,129.1,8.88, ,0.09,25.28, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,FEBRERO,3,35.88,129.98,3.33, ,0,15.71, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,FEBRERO,4,37.41,91.45,0, ,0,17.37, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JULIO,1,36.88,119.565,2.449,112.011,0,45.264,2.172, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JULIO,2,66.811,44.524,4.333,100.453,0,32.803,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JULIO,3,85.798,73.557,4.544,236.388,0,35.311,0.554, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JULIO,4,93.6,49.55,3.17,82.22,0,52.77,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JUNIO,1,39.644,100.529,0,191.252,0,16.05,3.517, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JUNIO,2,23.521,52.419,0,0,0,38.419,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JUNIO,3,66.808,34.664,1.46,71.513,0,32.495,0.346, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JUNIO,4, , , , , , , , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,JUNIO,5, , , , , , , , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MARZO,1,52.65,45.86,3.46, ,0.12,27, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MARZO,2,63.92,56.14,9.23, ,0,34.42, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MARZO,3,76.29,79.63,5.13, ,0.85,32.18, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MARZO,4,99.07,97.85,8.51, ,0.09,27.03, , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MAYO,1,32.376,80.268,2.561,28.354,0,15.611,1.65, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MAYO,2,50.489,86.522,4.079,85.018,0,36.872,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MAYO,3,44.176,46.701,2.187,81.312,0,27.055,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,MAYO,4,9.768,27.801,5.81,36.304,0,8.781,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,NOVIEMBRE,1,111.093,59.551,5.503,0,0.072,59.583,3.531, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,NOVIEMBRE,2,62.155,91.745,12.115,0,3.03,53.402,3.011, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,NOVIEMBRE,3,93.527,146.304,9.62,0,0,44.802,2.961, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,NOVIEMBRE,4,54.02,58.92,4.277,0,0,36.91,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,OCTUBRE,1,72.451,62.852,8.107,124.508,0.657,36.064,3.782, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,OCTUBRE,2,116.897,140.697,11.171,0,1.056,113.728,4.017, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,OCTUBRE,3,68.413,59.761,6.743,0,0,56.792,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,OCTUBRE,4,60.764,104.727,5.774,0,0,44.562,1.086, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,SEPTIEMBRE,1,99.813,219.01,0.997,27.091,1.06,62.1456,1.408, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,SEPTIEMBRE,2,125.735,97.105,3.095,144.528,0,36.963,1.863, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,SEPTIEMBRE,3,79.68,94.165,9.18,94.266,2.288,92.398,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2015,SEPTIEMBRE,4,50.69,91.191,6.123,127.18,0,49.736,2.942, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ABRIL,1,79.68,84.165,9.18,0,0.65,57.506,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ABRIL,2,84.743,108.288,10.281,0,1.821,74.28,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ABRIL,3,61.85,71.54,1.88,0,0,27.81,1.67, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ABRIL,4,51,61.492,1.006,0,0.68,30.648,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ABRIL,5,44.56,122.7,3.19,0,0,51.13,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,AGOSTO,1,52.546,45.221,0,,1.266,26.168,0,,,1.76
PLAZA SUDAMERICANA,COMUNA 8,2016,AGOSTO,2,93.284,99.756,20.404,,0,69.301,2.638,,,3.344
PLAZA SUDAMERICANA,COMUNA 8,2016,AGOSTO,3,101.497,102.059,7.312,,0,59.656,2.279,,,2.64
PLAZA SUDAMERICANA,COMUNA 8,2016,AGOSTO,4,55.956,37.402,15.996,,4.221,28.431,3.105,,,27.28
PLAZA SUDAMERICANA,COMUNA 8,2016,ENERO,1,99.749,184.266,11.327,0,0.778,79.188,2.995, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ENERO,2,62.483,120,4.591,0,0,89.416,0.954, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ENERO,3,124.819,87.941,11.816,0,1.871,56.295,4.09, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ENERO,4,112.008,144.667,12.694,0,1.215,95.591,3.568, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,ENERO,5, , , , , , , , , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,FEBRERO,1,128.802,107.257,7.894,0,0,49.774,4.279, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,FEBRERO,2,70.87,107.066,19.88,0,2.584,54.963,2.177, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,FEBRERO,3,84.607,131.841,8.647,0,0,39.427,3.144, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,FEBRERO,4,109.531,126.274,6.312,0,1.624,41.22,1.61, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,JULIO,1,56.021,26.512,6.098,,3.124,44.093,3.085,,,
PLAZA SUDAMERICANA,COMUNA 8,2016,JULIO,2,42.46,34.434,2.602,,6.765,33.497,2.419,,,
PLAZA SUDAMERICANA,COMUNA 8,2016,JULIO,3,57.231,61.525,15.718,,7.938,19.411,22.21,,,
PLAZA SUDAMERICANA,COMUNA 8,2016,JULIO,4,3.335,48.745,5.894,,9.682,24.497,17.253,,,1.76
PLAZA SUDAMERICANA,COMUNA 8,2016,JULIO,5,42.383,69.901,12.68,,1,43.722,4.164,,,0.88
PLAZA SUDAMERICANA,COMUNA 8,2016,JUNIO,1,41.395,74.134,13.423, ,0.83,48.223,2.838, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,JUNIO,2,56.24,95.466,16.292, ,0,61.908,5.111, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,JUNIO,3,67.78,50.42,2.29, ,0,27.06,0.82, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,JUNIO,4,91.924,71.391,12.486, ,1.173,46.203,3.189, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MARZO,1,45.482,123.28,6.749,0,0,57.905,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MARZO,2,5.208,98.001,3.105,0,0,32.004,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MARZO,3,31.207,79.216,1.045,0,0.891,34.25,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MARZO,4,20.131,50.576,6.123,0,0,18.784,2.942, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MAYO,1,40,98,2,0,0,67,1, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MAYO,2,169.8,95.55,16.54,0,2.04,45.74,4.29, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MAYO,3,48.6,43.09,11.43,0,0.84,35.17,0, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,MAYO,4,68.63,58.71,6.33,0,1.03,25.8,4.28, , , 
PLAZA SUDAMERICANA,COMUNA 8,2016,OCTUBRE,1,,,,,,,,,,
PLAZA SUDAMERICANA,COMUNA 8,2016,OCTUBRE,2,,,,,,,,,,
PLAZA SUDAMERICANA,COMUNA 8,2016,OCTUBRE,3,,,,,,,,,,
PLAZA SUDAMERICANA,COMUNA 8,2016,OCTUBRE,4,,,,,,,,,,8.8
PLAZA SUDAMERICANA,COMUNA 8,2016,SEPTIEMBRE,1,128.471,106.95,20.117,,0,84.44,5.347,,,1.76
PLAZA SUDAMERICANA,COMUNA 8,2016,SEPTIEMBRE,2,78.246,90.996,7.496,,0,51.207,3.269,,,6.16
PLAZA SUDAMERICANA,COMUNA 8,2016,SEPTIEMBRE,3,63.775,70.567,9.52,,7.098,159.274,1.037,,,19.36
PLAZA SUDAMERICANA,COMUNA 8,2016,SEPTIEMBRE,4,,,,,,,,,,1.584
PLAZA SUDAMERICANA,COMUNA 8,2016,SEPTIEMBRE,5,,,,,,,,,,0.792
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ABRIL,1, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ABRIL,2, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ABRIL,3, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ABRIL,4, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ABRIL,5,23.24,24.81,3.53,0,0,29.35,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,1,44.942,60.614,3.617,106.153,0,17.282,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,2,36.066,59.258,0,56.867,1.88,2.461,1.201, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,3,9.156,120.152,9.156,63.233,1.213,23.903,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,4,31.012,146.443,4.825,53.231,1.674,17.457,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,AGOSTO,5,86.095,161.949,11.68,151.322,0.903,55.969,4.754, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,1,110.225,127.65,14.153,0,1.025,84.826,9.167, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,2,74.907,92.296,9.195,0,2.186,45.373,6.532, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,3,101.967,60.492,2.791,0,0,60.779,3.973, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,4,83.468,67.493,1.472,0,0.973,35.975,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,DICIEMBRE,5,61,40.006,0,0,0,26,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ENERO,1, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ENERO,2, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ENERO,3, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ENERO,4, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,ENERO,5, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,FEBRERO,1, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,FEBRERO,2, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,FEBRERO,3, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,FEBRERO,4, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JULIO,1,14.254,46.185,1.525,45.396,0,15.997,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JULIO,2,36.526,98.886,2.19,31.671,0.528,19.226,1.41, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JULIO,3,28.138,44.253,3.561,77.797,0,20.344,1.053, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JULIO,4,80.34,81.21,0,62.12,0,32.28,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JUNIO,1,66.906,98.67,4.957,23.369,0,52.764,6.574, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JUNIO,2,50.18,105.105,0,31.32,0,42.585,0.579, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JUNIO,3,35.908,69.696,2.762,70.093,0,33.649,1.253, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JUNIO,4,9.592,22.283,0.941,37.741,0,10.555,0, , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,JUNIO,5, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MARZO,1, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MARZO,2, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MARZO,3, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MARZO,4, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MARZO,5, , , , , , , , , , 
PLAZA VELAZCO IBARRA,COMUNA 3,2015,MAYO,1,41.606,63.078,7.861,21.723,0,28.212,1.238, , , 
