PUNTO,COMUNA,AÑO,MES,SEMANA,VIDRIO,PAPEL_Y_CARTON,METAL,PLASTICO_PET,TELGOPOR,PLASTICOS_TODOS_LOS_DEMAS,TETRA_BRICK,PEQUENIOS_ELECTRODOMESTICOS,APARATOS_ELECTRONICOS_EN_DESUSO,AVUS
PARQUE CENTENARIO,COMUNA 6,2015,NOVIEMBRE,4,330.04,369.06,22.5,136.85,4.84,120.6,16.58,55.1,94.9, 
PARQUE CENTENARIO,COMUNA 6,2015,NOVIEMBRE,5, , , , , , , , , , 
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,1,303.15,507.08,21.91,114.31,4.45,188.06,27.8,63.93,18.02, 
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,2,268.83,414.74,14.89,123.33,3.97,166.72,9.72,41.03,88.9, 
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,3,338.51,487.54,8,73.02,4.45,118.44,13.4,11.5,87.7, 
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,4,395.27,426.24,34.47,114.48,5.1,179.16,17.94,179.07,31, 
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,1,291.3,367.16,30.72,238.32,3.86,184.58,25.35,93.99,88.47, 
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,2,233.83,497.44,20.7,195.81,3.19,163.53,15.74,60.34,76.05, 
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,3,326.96,447.1,23.76,244.57,4.88,225.85,29.88,131.53,102.1, 
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,4,680.07,1130.18,38.99,517,11.66,502.72,37.6,169.79,235.7, 
PARQUE CENTENARIO,COMUNA 6,2016,ABRIL,1,440.214,617.755,21.518,103.91,3.809,230.627,16.74,63.141,196.551, 
PARQUE CENTENARIO,COMUNA 6,2016,ABRIL,2,402.04,592.723,18.527,122.758,3.644,205.346,20.744,23.877,65, 
PARQUE CENTENARIO,COMUNA 6,2016,ABRIL,3,363.157,479.467,15.311,75.538,5.289,186.387,14.588,93.612,86.231, 
PARQUE CENTENARIO,COMUNA 6,2016,ABRIL,4,581,867.033,31.665,104.058,7.307,397.254,30.473,122.482,280.049, 
PARQUE CENTENARIO,COMUNA 6,2016,ABRIL,5,151.074,396.685,12.732,63.394,1.533,109.663,5.606,70.313,120.77, 
PARQUE CENTENARIO,COMUNA 6,2016,AGOSTO,1,603.316,1472.862,66.031,169.878,6.745,303.972,31.083,322.507,455.659,16.72
PARQUE CENTENARIO,COMUNA 6,2016,AGOSTO,2,397.707,820.357,20.013,137.422,10.245,175.512,26.784,19.762,207.215,13.2
PARQUE CENTENARIO,COMUNA 6,2016,AGOSTO,3,463.714,1088.229,17.816,108.486,4.149,195.572,17.594,109.938,218.773,7.04
PARQUE CENTENARIO,COMUNA 6,2016,AGOSTO,4,286.201,933.204,16.264,131.953,3.471,218.893,14.664,19.75,68.876,45.76
PARQUE CENTENARIO,COMUNA 6,2016,ENERO,1,348.41,426.65,13.47,148.99,3.48,144.02,8.27,25.88,48.11, 
PARQUE CENTENARIO,COMUNA 6,2016,ENERO,2,378.98,741.51,766.43,148.8,5.62,247.03,25.64,117.18,144.39, 
PARQUE CENTENARIO,COMUNA 6,2016,ENERO,3,488.86,701.69,17.1,135.27,3.4,247.84,22.93,52.19,189.29, 
PARQUE CENTENARIO,COMUNA 6,2016,ENERO,4,430.54,684.49,23.54,157.77,4.86,201.88,19.07,89.62,237.42, 
PARQUE CENTENARIO,COMUNA 6,2016,ENERO,5, , , , , , , , , , 
PARQUE CENTENARIO,COMUNA 6,2016,FEBRERO,1,340.84,475.74,18.48,97.92,3.34,185.8,13.9,67.75,93.04, 
PARQUE CENTENARIO,COMUNA 6,2016,FEBRERO,2,433.77,761.28,17.72,126.26,4.88,199.68,12.05,193.46,115.88, 
PARQUE CENTENARIO,COMUNA 6,2016,FEBRERO,3,325.15,665.91,14.24,104.04,7.55,262.58,13.36,165.36,113.94, 
PARQUE CENTENARIO,COMUNA 6,2016,FEBRERO,4,348.65,567.15,18.55,118.02,6.73,218.2,15.62,109.4,106.76, 
PARQUE CENTENARIO,COMUNA 6,2016,JULIO,1,301.398,437.215,20.746,101.566,9.754,145.092,18.067,9.198,55.829,
PARQUE CENTENARIO,COMUNA 6,2016,JULIO,2,382.203,707.821,45.873,119.709,6.332,320.719,24.373,90.085,34.603,2.64
PARQUE CENTENARIO,COMUNA 6,2016,JULIO,3,632.231,1036.736,20.303,200.192,6.892,258.994,31.433,43.89,134.263,4.4
PARQUE CENTENARIO,COMUNA 6,2016,JULIO,4,571.703,1075.224,30.129,136.132,4.135,355.603,24.312,104.459,124.581,10.56
PARQUE CENTENARIO,COMUNA 6,2016,JULIO,5,405.352,826.099,21.472,94.104,3.897,212.28,17.593,83.066,67.407,14.96
PARQUE CENTENARIO,COMUNA 6,2016,JUNIO,1,508.626,777.086,25.887,155.091,9.991,324.237,25.602,32.681,143.881, 
PARQUE CENTENARIO,COMUNA 6,2016,JUNIO,2,531.201,946.885,28.714,120.334,4.353,282.489,29.329,101.899,175.653, 
PARQUE CENTENARIO,COMUNA 6,2016,JUNIO,3,311.096,667.641,33.297,75.356,3.961,228.539,11.3,41.99,101.346, 
PARQUE CENTENARIO,COMUNA 6,2016,JUNIO,4,293.383,528.165,19.037,95.387,8.687,168.524,10.545,75.535,77.522, 
PARQUE CENTENARIO,COMUNA 6,2016,MARZO,1,442.887,822.621,23.268,188.269,6.296,258.693,25.712,122.495,98.008, 
PARQUE CENTENARIO,COMUNA 6,2016,MARZO,2,425.127,738.724,20.136,131.115,13.001,239.619,21.833,105.334,81.742, 
PARQUE CENTENARIO,COMUNA 6,2016,MARZO,3,277.309,657.352,37.089,101.117,5.117,194.346,22.488,69.911,160.206, 
PARQUE CENTENARIO,COMUNA 6,2016,MARZO,4,393.915,620.104,21.645,137.369,7.735,192.619,24.776,84.112,71.907, 
PARQUE CENTENARIO,COMUNA 6,2016,OCTUBRE,1,286.743,705.114,13.822,132.427,5.863,169.641,4.939,46.627,110.229,11.44
PARQUE CENTENARIO,COMUNA 6,2016,OCTUBRE,2,244.825,573.547,7.867,133.945,2.379,166.926,6.86,32.436,93.522,26.4
PARQUE CENTENARIO,COMUNA 6,2016,OCTUBRE,3,280,501.072,12.638,104.879,3.151,131.637,4.855,44.412,98.861,10.56
PARQUE CENTENARIO,COMUNA 6,2016,OCTUBRE,4,335.486,773.453,19.946,208.108,5.8,166.575,14.883,40.359,141.65,21.12
PARQUE CENTENARIO,COMUNA 6,2016,SEPTIEMBRE,1,454.693,613.622,22.736,91.755,4.216,186.288,15.272,73.558,166.23,13.2
PARQUE CENTENARIO,COMUNA 6,2016,SEPTIEMBRE,2,434.535,753.304,33.273,120.801,13.89,237.268,19.385,74.754,175.052,44
PARQUE CENTENARIO,COMUNA 6,2016,SEPTIEMBRE,3,357.071,754.898,28.735,113.029,6.896,240.935,19.676,28.479,75.694,12.32
PARQUE CENTENARIO,COMUNA 6,2016,SEPTIEMBRE,4,419.186,634.832,28.419,144.906,6.747,224.999,22.394,62.144,188.091,8.8
PARQUE CENTENARIO,COMUNA 6,2016,SEPTIEMBRE,5,314.512,543.268,14.898,124.703,5.156,171.723,7.078,59.341,76.056,17.6
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,1,310.31,343.48,26.17, ,4.32,132.78,9.04, , , 
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,2,376.057,395.342,25.428, ,2.407,168.492,17.187, , , 
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,3,304.689,382.095,20.436, ,1.566,178.751,12.78, , , 
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,4,226.678,320.127,7.987, ,0.674,109.723,8.966, , , 
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,5,167.428,294.12,3.38, ,0,67.24,3.84, , , 
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,1,283.954,377.326,17.557,44.502,0,220.24,5.788, , , 
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,2,246.864,345.925,30.021,64.009,0,138.416,6.64, , , 
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,3,298.358,356.714,19.642,71.363,3.692,168.996,2.513, , , 
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,4,277.929,308.065,14.568,74.989,0,130.787,9.17, , , 
PARQUE CHACABUCO,COMUNA 7,2015,AGOSTO,5,507.343,526.269,31.598,67.198,0,354.515,11.89, , , 
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,1,286.324,342.71,26.71,0,2.716,137.578,3.509, , , 
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,2,261.46,309.443,16.724,0,0.916,91.355,0, , , 
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,3,442.262,620.16,56.844,0,2.614,266.37,3.759, , , 
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,4,541.606,599.442,25.029,0,2.792,310.361,5.782, , , 
PARQUE CHACABUCO,COMUNA 7,2015,DICIEMBRE,5,401.559,326.792,30.795,0,1.884,306.005,10.891, , , 
PARQUE CHACABUCO,COMUNA 7,2015,ENERO,1,164.6,112.33,6.67, ,0,80.75, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,ENERO,2,158.03,218.65,11.61, ,0,84.3, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,ENERO,3,204.13,315.41,9.04, ,1.21,96, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,ENERO,4,279.51,298.73,18.4, ,0.56,129.05, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,ENERO,5,123.16,92.14,2.16, ,0,72.24, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,FEBRERO,1,101.54,63.72,0, ,0.37,61.27, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,FEBRERO,2,178.03,258.65,11.61, ,2.59,84.3, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,FEBRERO,3,185.22,298.5,6.1, ,0,106.23, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,FEBRERO,4,169.32,251.3,1.79, ,0,67.22, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,1,70.387,122.447,7.634,34.764,0,57.746,1.248, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,2,212.614,258.265,8.509,49.664,0,116.295,9.323, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,3,209.393,279.367,10.302,38.801,0,115.454,3.101, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JULIO,4,264.67,378.07,33.1,30.69,1.08,172.91,6.76, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,1,220.525,201.417,3.741,61.412,0,48.512,2.455, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,2,179.557,198.669,8.175,45.808,0.618,100.505,5.683, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,3,210.633,238.77,9.306,68.849,0,97.854,11.612, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,4,157.8,135.827,3.343,81.456,0.229,40.989,3.368, , , 
PARQUE CHACABUCO,COMUNA 7,2015,JUNIO,5, , , , , , , , , , 
PARQUE CHACABUCO,COMUNA 7,2015,MARZO,1,278.41,387.3,31.06, ,3.49,201.91, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,MARZO,2,341.84,362.96,29.13, ,5.32,203.48, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,MARZO,3,258.9,356.75,23.43, ,4.44,170.57, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,MARZO,4,248.5,305.63,18.88, ,5.01,150.75, , , , 
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,1,202.951,295.09,0,116.865,0,154.374,0.85, , , 
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,2,238.545,386.811,12.698,87.019,1.776,187.3,15.057, , , 
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,3,146.546,344.307,9.153,24.735,0,93.709,2.392, , , 
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,4,218.793,270.731,5.573,102.347,0,63.189,8.933, , , 
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,1,409.842,460.327,29.98,0,0,197.413,6.362, , , 
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,2,309.406,293.495,13.954,0,1.009,127.003,2.834, , , 
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,3,306.219,289.317,34.652,0,0,192.592,2.658, , , 
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,4,267.413,196.73,18.738,0,0,209.435,1.916, , , 
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,5, , , , , , , , , , 
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,1,407.16,332.854,25.994,25.788,0,172.032,10.205, , , 
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,2,307.325,354.814,23.314,0,2.765,164.392,1.835, , , 
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,3,163.844,215.33,10.29,0,0,115.738,1.438, , , 
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,4,332.549,334.458,20.209,0,0,148.492,5.422, , , 
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,1,326.446,320.175,15.069,49.376,0,191.019,3.613, , , 
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,2,441.276,324.422,22.433,41.284,0,164.733,6.074, , , 
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,3,354.816,482.52,22.666,90.147,0,172.294,5.222, , , 
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,4,311.438,242.66,15.885,145.161,0,151.18,6.59, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ABRIL,1,369.143,509.205,30.341,0,16.578,131.125,10.794, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ABRIL,2,431.824,429.914,36.658,0,6.809,232.582,12.019, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ABRIL,3,317.91,323.14,21.1,0,2.28,124.03,7.26, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ABRIL,4,318,248.22,33.44,0,4.25,178.36,26.5, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ABRIL,5,374.28,211.94,24.7,0,0,137.38,14.95, , , 
PARQUE CHACABUCO,COMUNA 7,2016,AGOSTO,1,768.956,682.369,64.011,,20.87,336.203,22.21,,,
PARQUE CHACABUCO,COMUNA 7,2016,AGOSTO,2,511.12,508.184,27.702,,13.38,227.75,17.597,,,
PARQUE CHACABUCO,COMUNA 7,2016,AGOSTO,3,419.511,550.903,27.571,,1.021,169.583,7.816,,,
PARQUE CHACABUCO,COMUNA 7,2016,AGOSTO,4,360.926,322.755,26.192,,1,88.069,3.551,,,
PARQUE CHACABUCO,COMUNA 7,2016,ENERO,1,194.756,267.419,16.412,0,1.009,69.419,6.429, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ENERO,2,373.263,616.628,37.811,0,1.81,249.673,12, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ENERO,3,427.665,704.476,46.635,0,13.799,462.373,15.314, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ENERO,4,576.668,121.818,36.519,0,12.347,326.719,3.518, , , 
PARQUE CHACABUCO,COMUNA 7,2016,ENERO,5, , , , , , , , , , 
PARQUE CHACABUCO,COMUNA 7,2016,FEBRERO,1,449.711,606.232,51.067,0,3.435,435.688,25.975, , , 
PARQUE CHACABUCO,COMUNA 7,2016,FEBRERO,2,417.201,417.889,49.032,0,4.493,332.033,18.827, , , 
PARQUE CHACABUCO,COMUNA 7,2016,FEBRERO,3,243.153,433.548,25.205,0,3.742,186.893,12.876, , , 
PARQUE CHACABUCO,COMUNA 7,2016,FEBRERO,4,301.262,401.567,34.192,0,4.115,204.617,10.44, , , 
PARQUE CHACABUCO,COMUNA 7,2016,JULIO,1,312.95,301.479,24.239,,2.355,103.311,10.156,,,
PARQUE CHACABUCO,COMUNA 7,2016,JULIO,2,298.37,300.634,53.303,,16.979,144.038,29.381,,,
PARQUE CHACABUCO,COMUNA 7,2016,JULIO,3,361.222,490.131,59.952,,10.056,216.395,28.993,,,
PARQUE CHACABUCO,COMUNA 7,2016,JULIO,4,591.117,754.855,54.292,,12.423,315.748,21.459,,,
PARQUE CHACABUCO,COMUNA 7,2016,JULIO,5,455.517,416.81,17.312,,4.897,121.085,14.38,,,
PARQUE CHACABUCO,COMUNA 7,2016,JUNIO,1,568.253,422.863,22.606, ,1.62,133.448,13.877, , , 
PARQUE CHACABUCO,COMUNA 7,2016,JUNIO,2,508.375,484.62,17.759, ,3.185,187.305,7.141, , , 
PARQUE CHACABUCO,COMUNA 7,2016,JUNIO,3,442.88,355.86,21.36, ,2.73,151.68,5.45, , , 
PARQUE CHACABUCO,COMUNA 7,2016,JUNIO,4,600.364,557.372,23.065, ,3.729,171.308,9.658, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MARZO,1,255.97,359.079,17.721,0,0.785,165.892,5.348, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MARZO,2,305.109,349.201,11.02,0,0.617,107.624,1.379, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MARZO,3,374.76,432.449,42.228,0,7.681,258.228,24.556, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MARZO,4,333.942,439.978,33.062, ,2.175,169.131,13.858, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MAYO,1,661.55,501.93,45.95,0,0,240.2,22.11, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MAYO,2,402.6,359.32,34.93,0,6.51,176.02,15.3, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MAYO,3,287.74,414.54,13.52,0,0.71,146.51,10.13, , , 
PARQUE CHACABUCO,COMUNA 7,2016,MAYO,4,196.46,301,2.64,0,0,110.68,3.55, , , 
PARQUE CHACABUCO,COMUNA 7,2016,SEPTIEMBRE,1,409.033,520.089,27.058,,1.093,115.922,7.749,,,
PARQUE CHACABUCO,COMUNA 7,2016,SEPTIEMBRE,2,425.001,467.857,33.841,,1.034,191.178,17.035,,,
PARQUE CHACABUCO,COMUNA 7,2016,SEPTIEMBRE,3,400.867,309.02,24.842,,1.044,171.072,6.412,,,
PARQUE CHACABUCO,COMUNA 7,2016,SEPTIEMBRE,4,,,,,,,,,,
PARQUE CHACABUCO,COMUNA 7,2016,SEPTIEMBRE,5,,,,,,,,,,
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,1,145.68,115.35,9.1, ,2.29,69.5,3.24, , , 
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,2,113.428,124.869,15.304, ,1.021,83.598,4.799, , , 
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,3,162.845,157.517,13.414, ,2.678,107.035,4.706, , , 
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,4,128.43,145.916,14.363, ,1.613,85.23,7.73, , , 
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,5,105.275,108.451,6.466, ,1.423,45.177,4.065, , , 
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,1,174.548,165.759,17.216,97.182,7.507,214.042,5.455, , , 
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,2,89.186,128.28,33.343,58.972,0,63.817,3.783, , , 
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,3,187.476,335.804,19.51,112.659,1.086,138.184,9.788, , , 
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,4,268.367,391.363,28.626,104.241,1.83,120.448,14.096, , , 
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,5,267.905,342.481,28.646,153.704,10.126,124.491,6.745, , , 
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,1,157.871,271.706,23.216,0,9.501,144.071,6.914, , , 
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,2,175.382,231.512,16.291,0,4.281,115.247,8.422, , , 
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,3,142.469,192.259,24.084,0,0,103.747,7.006, , , 
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,4,253.232,266.128,28.094,0,3.77,134.311,8.061, , , 
PARQUE LOS ANDES,COMUNA 15,2015,DICIEMBRE,5,243.418,247.32,35.744,0,2.94,159.95,8.093, , , 
PARQUE LOS ANDES,COMUNA 15,2015,ENERO,1,118.66,76.52,5.73, ,1.31,45.66, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,ENERO,2,62.21,132.85,4.87, ,0,48.55, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,ENERO,3,140.33,122.9,9.65, ,0.69,148.71, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,ENERO,4,124.35,275.11,12.18, ,1.28,87.83, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,ENERO,5,66.72,136.74,8.9, ,1.39,82.3, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,FEBRERO,1,87.22,102.36,2.78, ,0,65.98, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,FEBRERO,2,82.21,165.22,8.07, ,0,61.36, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,FEBRERO,3,108.12,210.56,13.74, ,0.92,93.12, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,FEBRERO,4,97.62,196.24,3.46, ,0,71.92, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,1,127.496,191.237,27.606,46.264,0.79,131.239,3.596, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,2,151.488,255.472,11.793,106.084,4.114,105.038,10.765, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,3,225.657,228.308,14.045,124.887,1.137,112.132,9.267, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JULIO,4,171.65,157.43,25.31,84.82,2.16,98.8,4.79, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,1,161.576,168.447,17.171,148.168,1.635,99.195,6.605, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,2,132.22,161.63,16.965,45.553,1.452,100.176,7.461, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,3,139.732,141.579,16.897,298.064,2.176,107.393,7.424, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,4,81.935,89.098,5.551,184.902,0,52.196,4.334, , , 
PARQUE LOS ANDES,COMUNA 15,2015,JUNIO,5, , , , , , , , , , 
PARQUE LOS ANDES,COMUNA 15,2015,MARZO,1,116.18,172.82,26.41, ,1.1,104.28, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,MARZO,2,70.01,140.53,7.76, ,1.02,101.62, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,MARZO,3,92.72,110.85,18.65, ,1.05,94.26, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,MARZO,4,82.21,145.22,8.07, ,2.05,54.36, , , , 
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,1,108.295,255.808,15.043,133.853,2.737,82.315,7.918, , , 
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,2,131.054,277.901,11.196,153.724,1.027,59.911,6.073, , , 
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,3,119.5,138.351,14.831,94.085,1.142,71.849,7.023, , , 
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,4,141.372,380.375,18.341,81.126,2.196,90.532,7.427, , , 
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,1,203.897,225.429,20.724,0,3.901,164.318,10.769, , , 
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,2,141.377,149.579,20.627,0,3.832,95.523,6.906, , , 
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,3,197.361,242.17,20.436,0,2.686,138.427,9.071, , , 
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,4,141.968,214.8,17.622,0,4.181,122.545,8.299, , , 
PARQUE LOS ANDES,COMUNA 15,2015,NOVIEMBRE,5, , , , , , , , , , 
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,1,169.094,256.842,27.462,84.416,1.094,139.6,7.557, , , 
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,2,135.516,226.024,14.717,0,1.69,108.716,6.666, , , 
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,3,268.346,164.399,19.091,0,2.579,127.132,9.236, , , 
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,4,174.841,184.944,12.912,0,1.292,122.764,6.991, , , 
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,1,165.197,197.444,20.93,161.058,3.182,118.662,9.323, , , 
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,2,175.065,206.724,21.517,39.443,2.206,118.779,6.567, , , 
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,3,153.112,171.443,23.678,72.674,2.304,128.755,6.859, , , 
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,4,186.765,229.909,15.637,184.306,2.303,137.854,6.082, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ABRIL,1,117.907,128.977,25.11,0,3.362,74.603,5.847, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ABRIL,2,123.473,223.822,24.407,0,2.029,118.583,7.884, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ABRIL,3,175.2,222.58,21.88,0,2.23,116.58,7.67, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ABRIL,4,191,205.27,16.21,0,1.35,113.18,6.28, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ABRIL,5,97.56,154.34,10.6,0,1.21,102,7.55, , , 
PARQUE LOS ANDES,COMUNA 15,2016,AGOSTO,1,215.493,194.734,12.864,,5.447,211.655,9.584,,,
PARQUE LOS ANDES,COMUNA 15,2016,AGOSTO,2,197.286,202.937,27.241,,1.54,126.424,10.023,,,
PARQUE LOS ANDES,COMUNA 15,2016,AGOSTO,3,208.353,196.76,37.141,,3.522,160.738,6.385,,,
PARQUE LOS ANDES,COMUNA 15,2016,AGOSTO,4,189.288,197.071,20.744,,3.294,115.582,8.005,,,
PARQUE LOS ANDES,COMUNA 15,2016,ENERO,1,216.492,280.949,23.491,0,3.391,147.348,6.809, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ENERO,2,171.189,268.798,14.777,0,2.168,130.451,5.89, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ENERO,3,169.256,230.041,21.084,0,3.491,137.368,6.353, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ENERO,4,126.815,256.295,21.487,0,2.306,126.474,7.013, , , 
PARQUE LOS ANDES,COMUNA 15,2016,ENERO,5, , , , , , , , , , 
PARQUE LOS ANDES,COMUNA 15,2016,FEBRERO,1,134.384,385.653,20.339,0,2.304,119.059,5.657, , , 
PARQUE LOS ANDES,COMUNA 15,2016,FEBRERO,2,183.667,281.518,34.081,0,2.079,151.243,9.383, , , 
PARQUE LOS ANDES,COMUNA 15,2016,FEBRERO,3,165.149,218.551,18.481,0,2.013,109.136,3.214, , , 
PARQUE LOS ANDES,COMUNA 15,2016,FEBRERO,4,130.681,197.336,12.872,0,1.069,137.791,2.562, , , 
PARQUE LOS ANDES,COMUNA 15,2016,JULIO,1,131.307,69.763,0,,26.538,80.302,1,,,
PARQUE LOS ANDES,COMUNA 15,2016,JULIO,2,130.299,120.318,7.826,,11.626,81.71,5.135,,,
