NOMBRE_PUNTO,COMUNA,AÑO,MES,SEMANA,VISITAS
1RO DE MAYO,COMUNA 3,2015,MARZO,18/03 - 22/03,111
VELAZCO IBARRA,COMUNA 3,2015,MARZO,18/03 - 22/03,
COLOMBIA,COMUNA 4,2015,MARZO,18/03 - 22/03,204
PARQUE PATRICIOS,COMUNA 4,2015,MARZO,18/03 - 22/03,119
BOEDO,COMUNA 5,2015,MARZO,18/03 - 22/03,219
ALMAGRO,COMUNA 5,2015,MARZO,18/03 - 22/03,177
PARQUE RIVADAVIA,COMUNA 6,2015,MARZO,18/03 - 22/03,265
PARQUE CENTENARIO,COMUNA 6,2015,MARZO,18/03 - 22/03,315
PARQUE CHACABUCO,COMUNA 7,2015,MARZO,18/03 - 22/03,126
PUEYRREDON,COMUNA 7,2015,MARZO,18/03 - 22/03,173
SOLDATI,COMUNA 8,2015,MARZO,18/03 - 22/03,34
SUDAMERICA,COMUNA 8,2015,MARZO,18/03 - 22/03,48
PARQUE AVELLANEDA,COMUNA 9,2015,MARZO,18/03 - 22/03,94
PARQUE SANTOJANNI,COMUNA 9,2015,MARZO,18/03 - 22/03,37
VELEZ SARFIELD,COMUNA 10,2015,MARZO,18/03 - 22/03,208
DON BOSCO,COMUNA 10,2015,MARZO,18/03 - 22/03,259
ARISTOBULO DEL VALLE,COMUNA 11,2015,MARZO,18/03 - 22/03,125
ARENALES,COMUNA 11,2015,MARZO,18/03 - 22/03,406
ALEM,COMUNA 12,2015,MARZO,18/03 - 22/03,272
PARQUE SAAVEDRA,COMUNA 12,2015,MARZO,18/03 - 22/03,167
MANUEL BELGRANO,COMUNA 13,2015,MARZO,18/03 - 22/03,138
BALCARCE,COMUNA 13,2015,MARZO,18/03 - 22/03,144
PALERMO VIEJO,COMUNA 14,2015,MARZO,18/03 - 22/03,62
CASTELLI,COMUNA 13,2015,MARZO,18/03 - 22/03,43
GUEMES,COMUNA 14,2015,MARZO,18/03 - 22/03,78
25 DE AGOSTO,COMUNA 15,2015,MARZO,18/03 - 22/03,
PARQUE LOS ANDES,COMUNA 15,2015,MARZO,18/03 - 22/03,95
SAN MARTIN,COMUNA 1,2015,MARZO,25/03 - 29/03,136
MUJERES ARGENTINAS,COMUNA 1,2015,MARZO,25/03 - 29/03,29
VERA PEÑALOZA,COMUNA 1,2015,MARZO,25/03 - 29/03,169
MITRE,COMUNA 2,2015,MARZO,25/03 - 29/03,55
MONSEÑOR DE ANDREA,COMUNA 2,2015,MARZO,25/03 - 29/03,102
1RO DE MAYO,COMUNA 3,2015,MARZO,25/03 - 29/03,124
VELAZCO IBARRA,COMUNA 3,2015,MARZO,25/03 - 29/03,
COLOMBIA,COMUNA 4,2015,MARZO,25/03 - 29/03,171
PARQUE PATRICIOS,COMUNA 4,2015,MARZO,25/03 - 29/03,115
BOEDO,COMUNA 5,2015,MARZO,25/03 - 29/03,237
ALMAGRO,COMUNA 5,2015,MARZO,25/03 - 29/03,125
PARQUE RIVADAVIA,COMUNA 6,2015,MARZO,25/03 - 29/03,162
PARQUE CENTENARIO,COMUNA 6,2015,MARZO,25/03 - 29/03,285
PARQUE CHACABUCO,COMUNA 7,2015,MARZO,25/03 - 29/03,119
PUEYRREDON,COMUNA 7,2015,MARZO,25/03 - 29/03,246
SOLDATI,COMUNA 8,2015,MARZO,25/03 - 29/03,36
SUDAMERICA,COMUNA 8,2015,MARZO,25/03 - 29/03,24
PARQUE AVELLANEDA,COMUNA 9,2015,MARZO,25/03 - 29/03,91
PARQUE SANTOJANNI,COMUNA 9,2015,MARZO,25/03 - 29/03,43
VELEZ SARFIELD,COMUNA 10,2015,MARZO,25/03 - 29/03,209
DON BOSCO,COMUNA 10,2015,MARZO,25/03 - 29/03,223
ARISTOBULO DEL VALLE,COMUNA 11,2015,MARZO,25/03 - 29/03,135
ARENALES,COMUNA 11,2015,MARZO,25/03 - 29/03,400
ALEM,COMUNA 12,2015,MARZO,25/03 - 29/03,227
PARQUE SAAVEDRA,COMUNA 12,2015,MARZO,25/03 - 29/03,196
MANUEL BELGRANO,COMUNA 13,2015,MARZO,25/03 - 29/03,141
BALCARCE,COMUNA 13,2015,MARZO,25/03 - 29/03,148
PALERMO VIEJO,COMUNA 14,2015,MARZO,25/03 - 29/03,77
CASTELLI,COMUNA 13,2015,MARZO,25/03 - 29/03,34
GUEMES,COMUNA 14,2015,MARZO,25/03 - 29/03,58
25 DE AGOSTO,COMUNA 15,2015,MARZO,25/03 - 29/03,
PARQUE LOS ANDES,COMUNA 15,2015,MARZO,25/03 - 29/03,54
SAN MARTIN,COMUNA 1,2015,ABRIL,01/04 - 05/04,76
MUJERES ARGENTINAS,COMUNA 1,2015,ABRIL,01/04 - 05/04,24
VERA PEÑALOZA,COMUNA 1,2015,ABRIL,01/04 - 05/04,77
MITRE,COMUNA 2,2015,ABRIL,01/04 - 05/04,17
MONSEÑOR DE ANDREA,COMUNA 2,2015,ABRIL,01/04 - 05/04,98
1RO DE MAYO,COMUNA 3,2015,ABRIL,01/04 - 05/04,113
VELAZCO IBARRA,COMUNA 3,2015,ABRIL,01/04 - 05/04,
COLOMBIA,COMUNA 4,2015,ABRIL,01/04 - 05/04,163
PARQUE PATRICIOS,COMUNA 4,2015,ABRIL,01/04 - 05/04,142
BOEDO,COMUNA 5,2015,ABRIL,01/04 - 05/04,89
ALMAGRO,COMUNA 5,2015,ABRIL,01/04 - 05/04,147
PARQUE RIVADAVIA,COMUNA 6,2015,ABRIL,01/04 - 05/04,90
PARQUE CENTENARIO,COMUNA 6,2015,ABRIL,01/04 - 05/04,202
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,01/04 - 05/04,177
PUEYRREDON,COMUNA 7,2015,ABRIL,01/04 - 05/04,173
SOLDATI,COMUNA 8,2015,ABRIL,01/04 - 05/04,25
SUDAMERICA,COMUNA 8,2015,ABRIL,01/04 - 05/04,59
PARQUE AVELLANEDA,COMUNA 9,2015,ABRIL,01/04 - 05/04,88
PARQUE SANTOJANNI,COMUNA 9,2015,ABRIL,01/04 - 05/04,32
VELEZ SARFIELD,COMUNA 10,2015,ABRIL,01/04 - 05/04,176
DON BOSCO,COMUNA 10,2015,ABRIL,01/04 - 05/04,142
ARISTOBULO DEL VALLE,COMUNA 11,2015,ABRIL,01/04 - 05/04,122
ARENALES,COMUNA 11,2015,ABRIL,01/04 - 05/04,219
ALEM,COMUNA 12,2015,ABRIL,01/04 - 05/04,173
PARQUE SAAVEDRA,COMUNA 12,2015,ABRIL,01/04 - 05/04,171
MANUEL BELGRANO,COMUNA 13,2015,ABRIL,01/04 - 05/04,100
BALCARCE,COMUNA 13,2015,ABRIL,01/04 - 05/04,136
PALERMO VIEJO,COMUNA 14,2015,ABRIL,01/04 - 05/04,60
CASTELLI,COMUNA 13,2015,ABRIL,01/04 - 05/04,37
GUEMES,COMUNA 14,2015,ABRIL,01/04 - 05/04,65
25 DE AGOSTO,COMUNA 15,2015,ABRIL,01/04 - 05/04,
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,01/04 - 05/04,69
SAN MARTIN,COMUNA 1,2015,ABRIL,08/04 - 12/04,150
MUJERES ARGENTINAS,COMUNA 1,2015,ABRIL,08/04 - 12/04,38
VERA PEÑALOZA,COMUNA 1,2015,ABRIL,08/04 - 12/04,137
MITRE,COMUNA 2,2015,ABRIL,08/04 - 12/04,72
MONSEÑOR DE ANDREA,COMUNA 2,2015,ABRIL,08/04 - 12/04,111
1RO DE MAYO,COMUNA 3,2015,ABRIL,08/04 - 12/04,219
VELAZCO IBARRA,COMUNA 3,2015,ABRIL,08/04 - 12/04,
COLOMBIA,COMUNA 4,2015,ABRIL,08/04 - 12/04,268
PARQUE PATRICIOS,COMUNA 4,2015,ABRIL,08/04 - 12/04,184
BOEDO,COMUNA 5,2015,ABRIL,08/04 - 12/04,171
ALMAGRO,COMUNA 5,2015,ABRIL,08/04 - 12/04,232
PARQUE RIVADAVIA,COMUNA 6,2015,ABRIL,08/04 - 12/04,187
PARQUE CENTENARIO,COMUNA 6,2015,ABRIL,08/04 - 12/04,336
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,08/04 - 12/04,191
PUEYRREDON,COMUNA 7,2015,ABRIL,08/04 - 12/04,164
SOLDATI,COMUNA 8,2015,ABRIL,08/04 - 12/04,18
SUDAMERICA,COMUNA 8,2015,ABRIL,08/04 - 12/04,42
PARQUE AVELLANEDA,COMUNA 9,2015,ABRIL,08/04 - 12/04,100
PARQUE SANTOJANNI,COMUNA 9,2015,ABRIL,08/04 - 12/04,41
VELEZ SARFIELD,COMUNA 10,2015,ABRIL,08/04 - 12/04,253
DON BOSCO,COMUNA 10,2015,ABRIL,08/04 - 12/04,199
ARISTOBULO DEL VALLE,COMUNA 11,2015,ABRIL,08/04 - 12/04,292
ARENALES,COMUNA 11,2015,ABRIL,08/04 - 12/04,363
ALEM,COMUNA 12,2015,ABRIL,08/04 - 12/04,263
PARQUE SAAVEDRA,COMUNA 12,2015,ABRIL,08/04 - 12/04,234
MANUEL BELGRANO,COMUNA 13,2015,ABRIL,08/04 - 12/04,162
BALCARCE,COMUNA 13,2015,ABRIL,08/04 - 12/04,146
PALERMO VIEJO,COMUNA 14,2015,ABRIL,08/04 - 12/04,45
CASTELLI,COMUNA 13,2015,ABRIL,08/04 - 12/04,19
GUEMES,COMUNA 14,2015,ABRIL,08/04 - 12/04,94
25 DE AGOSTO,COMUNA 15,2015,ABRIL,08/04 - 12/04,
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,08/04 - 12/04,110
SAN MARTIN,COMUNA 1,2015,ABRIL,15/04 - 19/04,124
MUJERES ARGENTINAS,COMUNA 1,2015,ABRIL,15/04 - 19/04,37
VERA PEÑALOZA,COMUNA 1,2015,ABRIL,15/04 - 19/04,97
MITRE,COMUNA 2,2015,ABRIL,15/04 - 19/04,60
MONSEÑOR DE ANDREA,COMUNA 2,2015,ABRIL,15/04 - 19/04,158
1RO DE MAYO,COMUNA 3,2015,ABRIL,15/04 - 19/04,202
VELAZCO IBARRA,COMUNA 3,2015,ABRIL,15/04 - 19/04,
COLOMBIA,COMUNA 4,2015,ABRIL,15/04 - 19/04,196
PARQUE PATRICIOS,COMUNA 4,2015,ABRIL,15/04 - 19/04,133
BOEDO,COMUNA 5,2015,ABRIL,15/04 - 19/04,193
ALMAGRO,COMUNA 5,2015,ABRIL,15/04 - 19/04,224
PARQUE RIVADAVIA,COMUNA 6,2015,ABRIL,15/04 - 19/04,248
PARQUE CENTENARIO,COMUNA 6,2015,ABRIL,15/04 - 19/04,298
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,15/04 - 19/04,198
PUEYRREDON,COMUNA 7,2015,ABRIL,15/04 - 19/04,168
SOLDATI,COMUNA 8,2015,ABRIL,15/04 - 19/04,20
SUDAMERICA,COMUNA 8,2015,ABRIL,15/04 - 19/04,37
PARQUE AVELLANEDA,COMUNA 9,2015,ABRIL,15/04 - 19/04,114
PARQUE SANTOJANNI,COMUNA 9,2015,ABRIL,15/04 - 19/04,52
VELEZ SARFIELD,COMUNA 10,2015,ABRIL,15/04 - 19/04,224
DON BOSCO,COMUNA 10,2015,ABRIL,15/04 - 19/04,205
ARISTOBULO DEL VALLE,COMUNA 11,2015,ABRIL,15/04 - 19/04,311
ARENALES,COMUNA 11,2015,ABRIL,15/04 - 19/04,359
ALEM,COMUNA 12,2015,ABRIL,15/04 - 19/04,265
PARQUE SAAVEDRA,COMUNA 12,2015,ABRIL,15/04 - 19/04,276
MANUEL BELGRANO,COMUNA 13,2015,ABRIL,15/04 - 19/04,148
BALCARCE,COMUNA 13,2015,ABRIL,15/04 - 19/04,154
PALERMO VIEJO,COMUNA 14,2015,ABRIL,15/04 - 19/04,72
CASTELLI,COMUNA 13,2015,ABRIL,15/04 - 19/04,20
GUEMES,COMUNA 14,2015,ABRIL,15/04 - 19/04,105
25 DE AGOSTO,COMUNA 15,2015,ABRIL,15/04 - 19/04,
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,15/04 - 19/04,133
SAN MARTIN,COMUNA 1,2015,ABRIL,22/04 - 26/04,122
MUJERES ARGENTINAS,COMUNA 1,2015,ABRIL,22/04 - 26/04,41
VERA PEÑALOZA,COMUNA 1,2015,ABRIL,22/04 - 26/04,102
MITRE,COMUNA 2,2015,ABRIL,22/04 - 26/04,72
MONSEÑOR DE ANDREA,COMUNA 2,2015,ABRIL,22/04 - 26/04,175
1RO DE MAYO,COMUNA 3,2015,ABRIL,22/04 - 26/04,177
VELAZCO IBARRA,COMUNA 3,2015,ABRIL,22/04 - 26/04,
COLOMBIA,COMUNA 4,2015,ABRIL,22/04 - 26/04,216
PARQUE PATRICIOS,COMUNA 4,2015,ABRIL,22/04 - 26/04,187
BOEDO,COMUNA 5,2015,ABRIL,22/04 - 26/04,191
ALMAGRO,COMUNA 5,2015,ABRIL,22/04 - 26/04,256
PARQUE RIVADAVIA,COMUNA 6,2015,ABRIL,22/04 - 26/04,220
PARQUE CENTENARIO,COMUNA 6,2015,ABRIL,22/04 - 26/04,249
PARQUE CHACABUCO,COMUNA 7,2015,ABRIL,22/04 - 26/04,153
PUEYRREDON,COMUNA 7,2015,ABRIL,22/04 - 26/04,153
SOLDATI,COMUNA 8,2015,ABRIL,22/04 - 26/04,18
SUDAMERICA,COMUNA 8,2015,ABRIL,22/04 - 26/04,35
PARQUE AVELLANEDA,COMUNA 9,2015,ABRIL,22/04 - 26/04,93
PARQUE SANTOJANNI,COMUNA 9,2015,ABRIL,22/04 - 26/04,38
VELEZ SARFIELD,COMUNA 10,2015,ABRIL,22/04 - 26/04,222
DON BOSCO,COMUNA 10,2015,ABRIL,22/04 - 26/04,223
ARISTOBULO DEL VALLE,COMUNA 11,2015,ABRIL,22/04 - 26/04,360
ARENALES,COMUNA 11,2015,ABRIL,22/04 - 26/04,363
ALEM,COMUNA 12,2015,ABRIL,22/04 - 26/04,302
PARQUE SAAVEDRA,COMUNA 12,2015,ABRIL,22/04 - 26/04,279
MANUEL BELGRANO,COMUNA 13,2015,ABRIL,22/04 - 26/04,135
BALCARCE,COMUNA 13,2015,ABRIL,22/04 - 26/04,163
PALERMO VIEJO,COMUNA 14,2015,ABRIL,22/04 - 26/04,63
CASTELLI,COMUNA 13,2015,ABRIL,22/04 - 26/04,27
GUEMES,COMUNA 14,2015,ABRIL,22/04 - 26/04,106
25 DE AGOSTO,COMUNA 15,2015,ABRIL,22/04 - 26/04,
PARQUE LOS ANDES,COMUNA 15,2015,ABRIL,22/04 - 26/04,110
SAN MARTIN,COMUNA 1,2015,MAYO,29/04 - 03/05,72
MUJERES ARGENTINAS,COMUNA 1,2015,MAYO,29/04 - 03/05,29
VERA PEÑALOZA,COMUNA 1,2015,MAYO,29/04 - 03/05,83
MITRE,COMUNA 2,2015,MAYO,29/04 - 03/05,46
MONSEÑOR DE ANDREA,COMUNA 2,2015,MAYO,29/04 - 03/05,120
1RO DE MAYO,COMUNA 3,2015,MAYO,29/04 - 03/05,135
VELAZCO IBARRA,COMUNA 3,2015,MAYO,29/04 - 03/05,27
COLOMBIA,COMUNA 4,2015,MAYO,29/04 - 03/05,153
PARQUE PATRICIOS,COMUNA 4,2015,MAYO,29/04 - 03/05,92
BOEDO,COMUNA 5,2015,MAYO,29/04 - 03/05,178
ALMAGRO,COMUNA 5,2015,MAYO,29/04 - 03/05,206
PARQUE RIVADAVIA,COMUNA 6,2015,MAYO,29/04 - 03/05,176
PARQUE CENTENARIO,COMUNA 6,2015,MAYO,29/04 - 03/05,281
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,29/04 - 03/05,108
PUEYRREDON,COMUNA 7,2015,MAYO,29/04 - 03/05,86
SOLDATI,COMUNA 8,2015,MAYO,29/04 - 03/05,12
SUDAMERICA,COMUNA 8,2015,MAYO,29/04 - 03/05,21
PARQUE AVELLANEDA,COMUNA 9,2015,MAYO,29/04 - 03/05,62
PARQUE SANTOJANNI,COMUNA 9,2015,MAYO,29/04 - 03/05,18
VELEZ SARFIELD,COMUNA 10,2015,MAYO,29/04 - 03/05,162
DON BOSCO,COMUNA 10,2015,MAYO,29/04 - 03/05,149
ARISTOBULO DEL VALLE,COMUNA 11,2015,MAYO,29/04 - 03/05,263
ARENALES,COMUNA 11,2015,MAYO,29/04 - 03/05,244
ALEM,COMUNA 12,2015,MAYO,29/04 - 03/05,191
PARQUE SAAVEDRA,COMUNA 12,2015,MAYO,29/04 - 03/05,208
MANUEL BELGRANO,COMUNA 13,2015,MAYO,29/04 - 03/05,83
BALCARCE,COMUNA 13,2015,MAYO,29/04 - 03/05,122
PALERMO VIEJO,COMUNA 14,2015,MAYO,29/04 - 03/05,55
CASTELLI,COMUNA 13,2015,MAYO,29/04 - 03/05,19
GUEMES,COMUNA 14,2015,MAYO,29/04 - 03/05,62
25 DE AGOSTO,COMUNA 15,2015,MAYO,29/04 - 03/05,
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,29/04 - 03/05,61
SAN MARTIN,COMUNA 1,2015,MAYO,06/05 - 10/05,118
MUJERES ARGENTINAS,COMUNA 1,2015,MAYO,06/05 - 10/05,48
VERA PEÑALOZA,COMUNA 1,2015,MAYO,06/05 - 10/05,146
MITRE,COMUNA 2,2015,MAYO,06/05 - 10/05,84
MONSEÑOR DE ANDREA,COMUNA 2,2015,MAYO,06/05 - 10/05,190
1RO DE MAYO,COMUNA 3,2015,MAYO,06/05 - 10/05,195
VELAZCO IBARRA,COMUNA 3,2015,MAYO,06/05 - 10/05,50
COLOMBIA,COMUNA 4,2015,MAYO,06/05 - 10/05,203
PARQUE PATRICIOS,COMUNA 4,2015,MAYO,06/05 - 10/05,184
BOEDO,COMUNA 5,2015,MAYO,06/05 - 10/05,149
ALMAGRO,COMUNA 5,2015,MAYO,06/05 - 10/05,225
PARQUE RIVADAVIA,COMUNA 6,2015,MAYO,06/05 - 10/05,206
PARQUE CENTENARIO,COMUNA 6,2015,MAYO,06/05 - 10/05,346
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,06/05 - 10/05,110
PUEYRREDON,COMUNA 7,2015,MAYO,06/05 - 10/05,98
SOLDATI,COMUNA 8,2015,MAYO,06/05 - 10/05,16
SUDAMERICA,COMUNA 8,2015,MAYO,06/05 - 10/05,30
PARQUE AVELLANEDA,COMUNA 9,2015,MAYO,06/05 - 10/05,120
PARQUE SANTOJANNI,COMUNA 9,2015,MAYO,06/05 - 10/05,35
VELEZ SARFIELD,COMUNA 10,2015,MAYO,06/05 - 10/05,201
DON BOSCO,COMUNA 10,2015,MAYO,06/05 - 10/05,141
ARISTOBULO DEL VALLE,COMUNA 11,2015,MAYO,06/05 - 10/05,186
ARENALES,COMUNA 11,2015,MAYO,06/05 - 10/05,375
ALEM,COMUNA 12,2015,MAYO,06/05 - 10/05,363
PARQUE SAAVEDRA,COMUNA 12,2015,MAYO,06/05 - 10/05,285
MANUEL BELGRANO,COMUNA 13,2015,MAYO,06/05 - 10/05,159
BALCARCE,COMUNA 13,2015,MAYO,06/05 - 10/05,159
PALERMO VIEJO,COMUNA 14,2015,MAYO,06/05 - 10/05,89
CASTELLI,COMUNA 13,2015,MAYO,06/05 - 10/05,
GUEMES,COMUNA 14,2015,MAYO,06/05 - 10/05,110
25 DE AGOSTO,COMUNA 15,2015,MAYO,06/05 - 10/05,
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,06/05 - 10/05,226
SAN MARTIN,COMUNA 1,2015,MAYO,13/05 - 17/05,110
MUJERES ARGENTINAS,COMUNA 1,2015,MAYO,13/05 - 17/05,24
VERA PEÑALOZA,COMUNA 1,2015,MAYO,13/05 - 17/05,124
MITRE,COMUNA 2,2015,MAYO,13/05 - 17/05,115
MONSEÑOR DE ANDREA,COMUNA 2,2015,MAYO,13/05 - 17/05,197
1RO DE MAYO,COMUNA 3,2015,MAYO,13/05 - 17/05,200
VELAZCO IBARRA,COMUNA 3,2015,MAYO,13/05 - 17/05,42
COLOMBIA,COMUNA 4,2015,MAYO,13/05 - 17/05,250
PARQUE PATRICIOS,COMUNA 4,2015,MAYO,13/05 - 17/05,193
BOEDO,COMUNA 5,2015,MAYO,13/05 - 17/05,208
ALMAGRO,COMUNA 5,2015,MAYO,13/05 - 17/05,232
PARQUE RIVADAVIA,COMUNA 6,2015,MAYO,13/05 - 17/05,177
PARQUE CENTENARIO,COMUNA 6,2015,MAYO,13/05 - 17/05,379
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,13/05 - 17/05,106
PUEYRREDON,COMUNA 7,2015,MAYO,13/05 - 17/05,141
SOLDATI,COMUNA 8,2015,MAYO,13/05 - 17/05,14
SUDAMERICA,COMUNA 8,2015,MAYO,13/05 - 17/05,45
PARQUE AVELLANEDA,COMUNA 9,2015,MAYO,13/05 - 17/05,152
PARQUE SANTOJANNI,COMUNA 9,2015,MAYO,13/05 - 17/05,31
VELEZ SARFIELD,COMUNA 10,2015,MAYO,13/05 - 17/05,224
DON BOSCO,COMUNA 10,2015,MAYO,13/05 - 17/05,106
ARISTOBULO DEL VALLE,COMUNA 11,2015,MAYO,13/05 - 17/05,206
ARENALES,COMUNA 11,2015,MAYO,13/05 - 17/05,431
ALEM,COMUNA 12,2015,MAYO,13/05 - 17/05,319
PARQUE SAAVEDRA,COMUNA 12,2015,MAYO,13/05 - 17/05,311
MANUEL BELGRANO,COMUNA 13,2015,MAYO,13/05 - 17/05,194
BALCARCE,COMUNA 13,2015,MAYO,13/05 - 17/05,162
PALERMO VIEJO,COMUNA 14,2015,MAYO,13/05 - 17/05,79
CASTELLI,COMUNA 13,2015,MAYO,13/05 - 17/05,26
GUEMES,COMUNA 14,2015,MAYO,13/05 - 17/05,137
25 DE AGOSTO,COMUNA 15,2015,MAYO,13/05 - 17/05,
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,13/05 - 17/05,121
SAN MARTIN,COMUNA 1,2015,MAYO,20/05 - 24/05,125
MUJERES ARGENTINAS,COMUNA 1,2015,MAYO,20/05 - 24/05,29
VERA PEÑALOZA,COMUNA 1,2015,MAYO,20/05 - 24/05,130
MITRE,COMUNA 2,2015,MAYO,20/05 - 24/05,104
MONSEÑOR DE ANDREA,COMUNA 2,2015,MAYO,20/05 - 24/05,209
1RO DE MAYO,COMUNA 3,2015,MAYO,20/05 - 24/05,196
VELAZCO IBARRA,COMUNA 3,2015,MAYO,20/05 - 24/05,43
COLOMBIA,COMUNA 4,2015,MAYO,20/05 - 24/05,209
PARQUE PATRICIOS,COMUNA 4,2015,MAYO,20/05 - 24/05,210
BOEDO,COMUNA 5,2015,MAYO,20/05 - 24/05,219
ALMAGRO,COMUNA 5,2015,MAYO,20/05 - 24/05,276
PARQUE RIVADAVIA,COMUNA 6,2015,MAYO,20/05 - 24/05,204
PARQUE CENTENARIO,COMUNA 6,2015,MAYO,20/05 - 24/05,327
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,20/05 - 24/05,140
PUEYRREDON,COMUNA 7,2015,MAYO,20/05 - 24/05,79
SOLDATI,COMUNA 8,2015,MAYO,20/05 - 24/05,11
SUDAMERICA,COMUNA 8,2015,MAYO,20/05 - 24/05,39
PARQUE AVELLANEDA,COMUNA 9,2015,MAYO,20/05 - 24/05,113
PARQUE SANTOJANNI,COMUNA 9,2015,MAYO,20/05 - 24/05,30
VELEZ SARFIELD,COMUNA 10,2015,MAYO,20/05 - 24/05,191
DON BOSCO,COMUNA 10,2015,MAYO,20/05 - 24/05,141
ARISTOBULO DEL VALLE,COMUNA 11,2015,MAYO,20/05 - 24/05,171
ARENALES,COMUNA 11,2015,MAYO,20/05 - 24/05,400
ALEM,COMUNA 12,2015,MAYO,20/05 - 24/05,347
PARQUE SAAVEDRA,COMUNA 12,2015,MAYO,20/05 - 24/05,290
MANUEL BELGRANO,COMUNA 13,2015,MAYO,20/05 - 24/05,164
BALCARCE,COMUNA 13,2015,MAYO,20/05 - 24/05,161
PALERMO VIEJO,COMUNA 14,2015,MAYO,20/05 - 24/05,73
CASTELLI,COMUNA 13,2015,MAYO,20/05 - 24/05,33
GUEMES,COMUNA 14,2015,MAYO,20/05 - 24/05,104
25 DE AGOSTO,COMUNA 15,2015,MAYO,20/05 - 24/05,
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,20/05 - 24/05,128
SAN MARTIN,COMUNA 1,2015,MAYO,27/05 - 31/05,116
MUJERES ARGENTINAS,COMUNA 1,2015,MAYO,27/05 - 31/05,45
VERA PEÑALOZA,COMUNA 1,2015,MAYO,27/05 - 31/05,98
MITRE,COMUNA 2,2015,MAYO,27/05 - 31/05,109
MONSEÑOR DE ANDREA,COMUNA 2,2015,MAYO,27/05 - 31/05,191
1RO DE MAYO,COMUNA 3,2015,MAYO,27/05 - 31/05,243
VELAZCO IBARRA,COMUNA 3,2015,MAYO,27/05 - 31/05,36
COLOMBIA,COMUNA 4,2015,MAYO,27/05 - 31/05,238
PARQUE PATRICIOS,COMUNA 4,2015,MAYO,27/05 - 31/05,195
BOEDO,COMUNA 5,2015,MAYO,27/05 - 31/05,254
ALMAGRO,COMUNA 5,2015,MAYO,27/05 - 31/05,320
PARQUE RIVADAVIA,COMUNA 6,2015,MAYO,27/05 - 31/05,152
PARQUE CENTENARIO,COMUNA 6,2015,MAYO,27/05 - 31/05,362
PARQUE CHACABUCO,COMUNA 7,2015,MAYO,27/05 - 31/05,124
PUEYRREDON,COMUNA 7,2015,MAYO,27/05 - 31/05,124
SOLDATI,COMUNA 8,2015,MAYO,27/05 - 31/05,13
SUDAMERICA,COMUNA 8,2015,MAYO,27/05 - 31/05,16
PARQUE AVELLANEDA,COMUNA 9,2015,MAYO,27/05 - 31/05,150
PARQUE SANTOJANNI,COMUNA 9,2015,MAYO,27/05 - 31/05,41
VELEZ SARFIELD,COMUNA 10,2015,MAYO,27/05 - 31/05,210
DON BOSCO,COMUNA 10,2015,MAYO,27/05 - 31/05,171
ARISTOBULO DEL VALLE,COMUNA 11,2015,MAYO,27/05 - 31/05,301
ARENALES,COMUNA 11,2015,MAYO,27/05 - 31/05,413
ALEM,COMUNA 12,2015,MAYO,27/05 - 31/05,371
PARQUE SAAVEDRA,COMUNA 12,2015,MAYO,27/05 - 31/05,250
MANUEL BELGRANO,COMUNA 13,2015,MAYO,27/05 - 31/05,216
BALCARCE,COMUNA 13,2015,MAYO,27/05 - 31/05,198
PALERMO VIEJO,COMUNA 14,2015,MAYO,27/05 - 31/05,68
CASTELLI,COMUNA 13,2015,MAYO,27/05 - 31/05,56
GUEMES,COMUNA 14,2015,MAYO,27/05 - 31/05,157
25 DE AGOSTO,COMUNA 15,2015,MAYO,27/05 - 31/05,
PARQUE LOS ANDES,COMUNA 15,2015,MAYO,27/05 - 31/05,142
SAN MARTIN,COMUNA 1,2015,JUNIO,10/06 - 14/06,116
MUJERES ARGENTINAS,COMUNA 1,2015,JUNIO,10/06 - 14/06,14
VERA PEÑALOZA,COMUNA 1,2015,JUNIO,10/06 - 14/06,98
MITRE,COMUNA 2,2015,JUNIO,10/06 - 14/06,106
MONSEÑOR DE ANDREA,COMUNA 2,2015,JUNIO,10/06 - 14/06,247
1RO DE MAYO,COMUNA 3,2015,JUNIO,10/06 - 14/06,219
VELAZCO IBARRA,COMUNA 3,2015,JUNIO,10/06 - 14/06,34
COLOMBIA,COMUNA 4,2015,JUNIO,10/06 - 14/06,213
PARQUE PATRICIOS,COMUNA 4,2015,JUNIO,10/06 - 14/06,162
BOEDO,COMUNA 5,2015,JUNIO,10/06 - 14/06,219
ALMAGRO,COMUNA 5,2015,JUNIO,10/06 - 14/06,297
PARQUE RIVADAVIA,COMUNA 6,2015,JUNIO,10/06 - 14/06,224
PARQUE CENTENARIO,COMUNA 6,2015,JUNIO,10/06 - 14/06,386
